person,rel,behavior
Deetta,wants,Trusting
Delaine,has,Annoying
Delaine,has,Clumsy
Delaine,has,Complex
Delaine,has,Determined
Delaine,has,Fighter
Delaine,has,Friendly
Delaine,has,Giving
Delaine,has,Gorgeous
Delaine,has,Knowledgeable
Delaine,has,Passive
Delaine,has,Pretty
Delaine,has,Simple
Delaine,has,Smart
Delaine,has,Stable
Delaine,has,Trusting
Delaine,has,Warm
Delaine,wants,Conceited
Delaine,wants,Disgruntled
Delaine,wants,Giving
Delaine,wants,Intelligent
Delaine,wants,Lively
Delaine,wants,Proper
Delaine,wants,Proud
Delaine,wants,Radical
Delaine,wants,Realistic
Delaine,wants,Reflective
Delaine,wants,Responsible
Delaine,wants,Self-conscious
Delaine,wants,Trusting
Delaine,wants,Understanding
Delmy,has,Bright
Delmy,has,Dainty
Delmy,has,Demanding
Delmy,has,Gracious
Delmy,has,Humorous
Delmy,has,Lively
Delmy,has,Loving
Delmy,has,Pitiful
Delmy,has,Pleasant
Delmy,has,Rebellious
Delmy,has,Reflective
Delmy,has,Respectful
Delmy,has,Short
Delmy,has,Wise
Delmy,has,Witty
Delmy,wants,Arrogant
Delmy,wants,Clumsy
Delmy,wants,Confident
Delmy,wants,Free
Delmy,wants,Generous
Delmy,wants,Honest
Delmy,wants,Materialistic
Delmy,wants,Relaxed
Delmy,wants,Responsible
Delmy,wants,Sensible
Delmy,wants,Serious
Delmy,wants,Silly
Delmy,wants,Tireless
Delmy,wants,Unlucky
Delmy,wants,Witty
Delora,has,Articulate
Delora,has,Bold
Delora,has,Bossy
Delora,has,Bright
Delora,has,Calm
Delora,has,Daring
Delora,has,Dreamer
Delora,has,Giving
Delora,has,Humble
Delora,has,Light
Delora,has,Naive
Delora,has,Poor
Delora,has,Reserved
Delora,has,Short
Delora,has,Simple
Delora,has,Tender
Delora,has,Tireless
Delora,has,Tough
Delora,has,Willing
Delora,wants,Friendly
Delora,wants,Light
Delora,wants,Mature
Delora,wants,Noisy
Delora,wants,Proud
Delora,wants,Respectful
Delora,wants,Sensitive
Delora,wants,Stable
Delora,wants,Strong
Delora,wants,Wise
Delora,wants,Zany
Denise,has,Energetic
Denise,has,Fighter
Denise,has,Handsome
Denise,has,Intelligent
Denise,has,Personable
Denise,has,Pretty
Denise,has,Rigid
Denise,has,Smart
Denise,has,Stubborn
Denise,has,Successful
Denise,has,Tantalizing
Denise,has,Thrilling
Denise,has,Wild
Denise,has,Wise
Denise,wants,Bright
Denise,wants,Careful
Denise,wants,Conceited
Denise,wants,Energetic
Denise,wants,Excited
Denise,wants,Fancy
Denise,wants,Humorous
Denise,wants,Obnoxious
Denise,wants,Passive
Denise,wants,Poor
Denise,wants,Self-confident
Denita,has,Determined
Denita,has,Giving
Denita,has,Impulsive
Denita,has,Jealous
Denita,has,Melancholy
Denita,has,Outgoing
Denita,has,Relaxed
Denita,has,Sensitive
Denita,has,Tireless
Denita,has,Warm
Denita,wants,Conceited
Denita,wants,Confident
Denita,wants,Impulsive
Denita,wants,Light-hearted
Denita,wants,Loyal
Denita,wants,Mature
Denita,wants,Messy
Denita,wants,Organized
Denita,wants,Outgoing
Denita,wants,Proper
Denita,wants,Reliable
Denita,wants,Respectful
Denita,wants,Sarcastic
Denita,wants,Tall
Denita,wants,Vain
Denita,wants,Wise
Denna,has,Brave
Denna,has,Careless
Denna,has,Cheerful
Denna,has,Curious
Denna,has,Determined
Denna,has,Dreamer
Denna,has,Giving
Denna,has,Leader
Denna,has,Manipulative
Denna,has,Noisy
Denna,has,Tolerant
Denna,has,Willing
Denna,wants,Calm
Denna,wants,Careful
Denna,wants,Cheerful
Denna,wants,Fighter
Denna,wants,Forgiving
Denna,wants,Lovable
Denna,wants,Materialistic
Denna,wants,Naive
Denna,wants,Patriotic
Denna,wants,Plain
Denna,wants,Self-conscious
Denna,wants,Simple
Denna,wants,Stable
Denna,wants,Tireless
Denna,wants,Understanding
Denver,has,Cheerful
Denver,has,Compassionate
Denver,has,Handsome
Denver,has,Happy
Denver,has,Impulsive
Denver,has,Intelligent
Denver,has,Likeable
Denver,has,Melancholy
Denver,has,Patient
Denver,has,Patriotic
Denver,has,Religious
Denver,has,Reverent
Denver,has,Sad
Denver,has,Selfish
Denver,has,Stubborn
Denver,has,Tall
Denver,has,Wise
Denver,has,Witty
Denver,wants,Accepting
Denver,wants,Bold
Denver,wants,Conceited
Denver,wants,Considerate
Denver,wants,Daring
Denver,wants,Demanding
Denver,wants,Fighter
Denver,wants,Light-hearted
Denver,wants,Materialistic
Denver,wants,Mischievous
Denver,wants,Opinionated
Denver,wants,Quiet
Denver,wants,Respectful
Denver,wants,Rich
Denver,wants,Sensitive
Denver,wants,Serious
Denver,wants,Silly
Denver,wants,Tall
Denver,wants,Thoughtful
Deon,has,Articulate
Deon,has,Awkward
Deon,has,Conceited
Deon,has,Defiant
Deon,has,Efficient
Deon,has,Forgiving
Deon,has,Lazy
Deon,has,Light
Deon,has,Radical
Deon,has,Reliable
Deon,has,Religious
Deon,has,Sad
Deon,has,Self-conscious
Deon,has,Wild
Deon,wants,Athletic
Deon,wants,Careful
Deon,wants,Careless
Deon,wants,Demanding
Deon,wants,Eager
Deon,wants,Gentle
Deon,wants,Giving
Deon,wants,Grouchy
Deon,wants,Organized
Deon,wants,Reflective
Deon,wants,Responsible
Deon,wants,Rich
Deon,wants,Selfish
Deon,wants,Serious
Deon,wants,Simple
Deon,wants,Tantalizing
Derick,has,Eager
Derick,has,Free
Derick,has,Imaginative
Derick,has,Keen
Derick,has,Lazy
Derick,has,Materialistic
Derick,has,Pleasing
Derick,has,Proud
Derick,has,Simple-minded
Derick,has,Stubborn
Derick,has,Thrilling
Derick,wants,Excited
Derick,wants,Gracious
Derick,wants,Humble
Derick,wants,Likeable
Derick,wants,Lively
Derick,wants,Obnoxious
Derick,wants,Smart
Derick,wants,Tender
Derick,wants,Wild
Derick,wants,Zany
Desire,has,Able
Desire,has,Annoying
Desire,has,Arrogant
Desire,has,Articulate
Desire,has,Careless
Desire,has,Devout
Desire,has,Fighter
Desire,has,Frustrated
Desire,has,Gorgeous
Desire,has,Joyful
Desire,has,Loyal
Desire,has,Mature
Desire,has,Radical
Desire,has,Reverent
Desire,has,Rude
Desire,has,Self-confident
Desire,has,Simple
Desire,wants,Accepting
Desire,wants,Busy
Desire,wants,Complex
Desire,wants,Dreamer
Desire,wants,Excited
Desire,wants,Funny
Desire,wants,Impulsive
Desire,wants,Neat
Desire,wants,Obnoxious
Desire,wants,Patriotic
Desire,wants,Pitiful
Desire,wants,Rigid
Desire,wants,Serious
Desiree,has,Bold
Desiree,has,Devout
Desiree,has,Excited
Desiree,has,Gorgeous
Desiree,has,Messy
Desiree,has,Mischievous
Desiree,has,Obnoxious
Desiree,has,Pitiful
Desiree,has,Pleasant
Desiree,has,Questioning
Desiree,has,Radical
Desiree,has,Responsible
Desiree,has,Rigid
Desiree,wants,Courageous
Desiree,wants,Demanding
Desiree,wants,Independent
Desiree,wants,Lively
Desiree,wants,Organized
Desiree,wants,Patriotic
Desiree,wants,Personable
Desiree,wants,Poor
Desiree,wants,Rebellious
Desiree,wants,Religious
Desiree,wants,Rich
Desiree,wants,Sensitive
Desiree,wants,Simple-minded
Desmond,has,Able
Desmond,has,Brave
Desmond,has,Cheerful
Desmond,has,Determined
Desmond,has,Fighter
Desmond,has,Kind
Desmond,has,Lovable
Desmond,has,Pitiful
Desmond,has,Poor
Desmond,has,Questioning
Desmond,has,Responsible
Desmond,has,Sad
Desmond,has,Stable
Desmond,has,Strong
Desmond,has,Studious
Desmond,has,Tender
Desmond,has,Thrilling
Desmond,wants,Boastful
Desmond,wants,Confident
Desmond,wants,Cooperative
Desmond,wants,Curious
Desmond,wants,Determined
Desmond,wants,Disagreeable
Desmond,wants,Gentle
Desmond,wants,Grouchy
Desmond,wants,Happy
Desmond,wants,Kind
Desmond,wants,Melancholy
Desmond,wants,Pleasant
Desmond,wants,Pretty
Desmond,wants,Rigid
Desmond,wants,Tense
Devin,has,Careless
Devin,has,Confident
Devin,has,Dainty
Devin,has,Friendly
Devin,has,Leader
Devin,has,Mature
Devin,has,Neat
Devin,has,Selfish
Devin,has,Smart
Devin,has,Tall
Devin,has,Wild
Devin,wants,Aggressive
Devin,wants,Brave
Devin,wants,Fair
Devin,wants,Faithful
Devin,wants,Friendly
Devin,wants,Fun-loving
Devin,wants,Humorous
Devin,wants,Independent
Devin,wants,Light-hearted
Devin,wants,Organized
Devin,wants,Passive
Devin,wants,Pleasing
Devin,wants,Reflective
Devin,wants,Respectful
Devin,wants,Rude
Devin,wants,Self-conscious
Devin,wants,Short
Devin,wants,Tall
Devin,wants,Thrilling
Devon,has,Calm
Devon,has,Eager
Devon,has,Embarrassed
Devon,has,Giving
Devon,has,Helpful
Devon,has,Messy
Devon,has,Noisy
Devon,has,Rebellious
Devon,has,Sarcastic
Devon,has,Self-conscious
Devon,has,Successful
Devon,has,Zany
Devon,wants,Ambitious
Devon,wants,Courageous
Devon,wants,Honest
Devon,wants,Loving
Devon,wants,Materialistic
Devon,wants,Messy
Devon,wants,Neat
Devon,wants,Pleasing
Devon,wants,Serious
Devon,wants,Short
Devon,wants,Ugly
Devon,wants,Understanding
Dewitt,has,Calm
Dewitt,has,Clumsy
Dewitt,has,Conceited
Dewitt,has,Embarrassed
Dewitt,has,Forgiving
Dewitt,has,Gorgeous
Dewitt,has,Grouchy
Dewitt,has,Leader
Dewitt,has,Loving
Dewitt,has,Patriotic
Dewitt,has,Quiet
Dewitt,has,Relaxed
Dewitt,has,Rigid
Dewitt,has,Sarcastic
Dewitt,wants,Bold
Dewitt,wants,Cautious
Dewitt,wants,Creative
Dewitt,wants,Determined
Dewitt,wants,Friendly
Dewitt,wants,Happy
Dewitt,wants,Humble
Dewitt,wants,Mischievous
Dewitt,wants,Patriotic
Dewitt,wants,Reflective
Dewitt,wants,Self-confident
Dewitt,wants,Sensible
Dewitt,wants,Sensitive
Dewitt,wants,Studious
Dewitt,wants,Tense
Dewitt,wants,Thrilling
Dewitt,wants,Tireless
Dexter,has,Disgruntled
Dexter,has,Free
Dexter,has,Humorous
Dexter,has,Independent
Dexter,has,Joyful
Dexter,has,Light
Dexter,has,Opinionated
Dexter,has,Patient
Dexter,has,Realistic
Dexter,has,Sad
Dexter,has,Short
Dexter,has,Smart
Dexter,wants,Able
Dexter,wants,Cooperative
Dexter,wants,Daring
Dexter,wants,Disgruntled
Dexter,wants,Fair
Dexter,wants,Gentle
Dexter,wants,Hopeful
Dexter,wants,Inventive
Dexter,wants,Noisy
Dexter,wants,Pleasing
Dexter,wants,Poor
Dexter,wants,Radical
Dexter,wants,Relaxed
Dexter,wants,Simple
Dexter,wants,Ugly
Dexter,wants,Unlucky
Dia,has,Brave
Dia,has,Conceited
Dia,has,Confident
Dia,has,Hard-working
Dia,has,Humorous
Dia,has,Jealous
Dia,has,Personable
Dia,has,Reserved
Dia,has,Sarcastic
Dia,has,Shy
Dia,wants,Clumsy
Dia,wants,Creative
Dia,wants,Defiant
Dia,wants,Fighter
Dia,wants,Funny
Dia,wants,Loving
Dia,wants,Mature
Dia,wants,Popular
Dia,wants,Reflective
Dia,wants,Reliable
Dia,wants,Tender
Dia,wants,Wild
Dia,wants,Witty
Dick,has,Boastful
Dick,has,Busy
Dick,has,Expert
Dick,has,Fighter
Dick,has,Friendly
Dick,has,Honest
Dick,has,Humble
Dick,has,Likeable
Dick,has,Lovable
Dick,has,Loving
Dick,has,Realistic
Dick,has,Reflective
Dick,has,Rigid
Dick,has,Short
Dick,has,Stubborn
Dick,has,Tireless
Dick,has,Tricky
Dick,wants,Aggressive
Dick,wants,Annoying
Dick,wants,Expert
Dick,wants,Forgiving
Dick,wants,Fun-loving
Dick,wants,Helpful
Dick,wants,Joyful
Dick,wants,Knowledgeable
Dick,wants,Likeable
Dick,wants,Loyal
Dick,wants,Neat
Dick,wants,Proper
Dick,wants,Sarcastic
Dick,wants,Simple
Dick,wants,Wise
Diedra,has,Accepting
Diedra,has,Adventurous
Diedra,has,Athletic
Diedra,has,Boastful
Diedra,has,Bossy
Diedra,has,Careful
Diedra,has,Careless
Diedra,has,Considerate
Diedra,has,Fighter
Diedra,has,Joyful
Diedra,has,Materialistic
Diedra,has,Organized
Diedra,has,Pleasing
Diedra,has,Reliable
Diedra,has,Rich
Diedra,has,Sarcastic
Diedra,has,Strong
Diedra,has,Zany
Diedra,wants,Ambitious
Diedra,wants,Conceited
Diedra,wants,Creative
Diedra,wants,Intelligent
Diedra,wants,Knowledgeable
Diedra,wants,Likeable
Diedra,wants,Materialistic
Diedra,wants,Pleasant
Diedra,wants,Poor
Diedra,wants,Popular
Dionne,has,Ambitious
Dionne,has,Athletic
Dionne,has,Cheerful
Dionne,has,Happy
Dionne,has,Hard-working
Dionne,has,Inventive
Dionne,has,Kind
Dionne,has,Lovable
Dionne,has,Outgoing
Dionne,has,Patient
Dionne,has,Patriotic
Dionne,has,Sensitive
Dionne,has,Smart
Dionne,has,Thoughtful
Dionne,has,Unique
Dionne,wants,Annoying
Dionne,wants,Awkward
Dionne,wants,Cautious
Dionne,wants,Creative
Dionne,wants,Dainty
Dionne,wants,Excited
Dionne,wants,Pleasant
Dionne,wants,Pretty
Dionne,wants,Proper
Dionne,wants,Radical
Dionne,wants,Relaxed
Dionne,wants,Sensible
Dionne,wants,Stubborn
Dionne,wants,Tantalizing
Dionne,wants,Warm
Dollie,has,Bright
Dollie,has,Cautious
Dollie,has,Dainty
Dollie,has,Disgruntled
Dollie,has,Gorgeous
Dollie,has,Inventive
Dollie,has,Keen
Dollie,has,Kind
Dollie,has,Noisy
Dollie,has,Obnoxious
Dollie,has,Proud
Dollie,has,Realistic
Dollie,has,Reflective
Dollie,has,Respectful
Dollie,has,Rigid
Dollie,has,Sarcastic
Dollie,has,Silly
Dollie,has,Ugly
Dollie,has,Unique
Dollie,wants,Accepting
Dollie,wants,Adventurous
Dollie,wants,Arrogant
Dollie,wants,Clever
Dollie,wants,Judgmental
Dollie,wants,Likeable
Dollie,wants,Merry
Dollie,wants,Mischievous
Dollie,wants,Patient
Dollie,wants,Perfectionist
Dollie,wants,Realistic
Dollie,wants,Reliable
Dollie,wants,Reserved
Dollie,wants,Timid
Dollie,wants,Ugly
Dominic,has,Complex
Dominic,has,Determined
Dominic,has,Frustrated
Dominic,has,Loving
Dominic,has,Poor
Dominic,has,Quiet
Dominic,has,Realistic
Dominic,has,Rude
Dominic,has,Sensitive
Dominic,has,Shy
Dominic,has,Tough
Dominic,has,Trusting
Dominic,has,Understanding
Dominic,has,Warm
Dominic,wants,Adventurous
Dominic,wants,Courageous
Dominic,wants,Intelligent
Dominic,wants,Joyful
Dominic,wants,Light-hearted
Dominic,wants,Melancholy
Dominic,wants,Obnoxious
Dominic,wants,Proper
Dominic,wants,Proud
Dominic,wants,Reliable
Dominic,wants,Religious
Dominic,wants,Trusting
Dominic,wants,Unique
Dominque,has,Accepting
Dominque,has,Adventurous
Dominque,has,Bright
Dominque,has,Calm
Dominque,has,Defiant
Dominque,has,Determined
Dominque,has,Eager
Dominque,has,Likeable
Dominque,has,Lively
Dominque,has,Materialistic
Dominque,has,Melancholy
Dominque,has,Merry
Dominque,has,Outgoing
Dominque,has,Passive
Dominque,has,Pretty
Dominque,has,Realistic
Dominque,has,Relaxed
Dominque,has,Simple-minded
Dominque,has,Unique
Dominque,wants,Accepting
Dominque,wants,Calm
Dominque,wants,Careful
Dominque,wants,Dainty
Dominque,wants,Fair
Dominque,wants,Helpful
Dominque,wants,Imaginative
Dominque,wants,Impulsive
Dominque,wants,Manipulative
Dominque,wants,Messy
Dominque,wants,Sad
Dominque,wants,Short
Domitila,has,Brave
Domitila,has,Careless
Domitila,has,Dark
Domitila,has,Fighter
Domitila,has,Forgiving
Domitila,has,Joyful
Domitila,has,Manipulative
Domitila,has,Responsible
Domitila,has,Shy
Domitila,has,Simple
Domitila,has,Tall
Domitila,wants,Calm
Domitila,wants,Confident
Domitila,wants,Cooperative
Domitila,wants,Creative
Domitila,wants,Fun-loving
Domitila,wants,Gorgeous
Domitila,wants,Gracious
Domitila,wants,Lazy
Domitila,wants,Manipulative
Domitila,wants,Organized
Domitila,wants,Sad
Domitila,wants,Self-confident
Domitila,wants,Serious
Domitila,wants,Tense
Don,has,Athletic
Don,has,Bold
Don,has,Bossy
Don,has,Brave
Don,has,Careful
Don,has,Fancy
Don,has,Giving
Don,has,Humble
Don,has,Imaginative
Don,has,Melancholy
Don,has,Naive
Don,has,Patriotic
Don,has,Reflective
Don,has,Silly
Don,has,Strong
Don,has,Tantalizing
Don,has,Thrilling
Don,has,Ugly
Don,wants,Awkward
Don,wants,Cautious
Don,wants,Confident
Don,wants,Dainty
Don,wants,Defiant
Don,wants,Determined
Don,wants,Friendly
Don,wants,Grouchy
Don,wants,Hard-working
Don,wants,Knowledgeable
Don,wants,Light
Don,wants,Naive
Don,wants,Religious
Don,wants,Rich
Don,wants,Simple-minded
Don,wants,Stable
Don,wants,Tantalizing
Don,wants,Ugly
Don,wants,Warm
Donette,has,Complex
Donette,has,Confident
Donette,has,Cooperative
Donette,has,Dainty
Donette,has,Demanding
Donette,has,Excited
Donette,has,Happy
Donette,has,Hopeful
Donette,has,Humble
Donette,has,Mischievous
Donette,has,Nervous
Donette,has,Organized
Donette,has,Passive
Donette,has,Quiet
Donette,has,Studious
Donette,has,Tricky
Donette,wants,Cheerful
Donette,wants,Clumsy
Donette,wants,Cooperative
Donette,wants,Daring
Donette,wants,Eager
Donette,wants,Fair
Donette,wants,Forgiving
Donette,wants,Humble
Donette,wants,Patriotic
Donette,wants,Pleasing
Donette,wants,Rich
Donette,wants,Tough
Donette,wants,Warm
Donnetta,has,Adventurous
Donnetta,has,Arrogant
Donnetta,has,Awkward
Donnetta,has,Bold
Donnetta,has,Compassionate
Donnetta,has,Courageous
Donnetta,has,Humorous
Donnetta,has,Serious
Donnetta,has,Studious
Donnetta,has,Tense
Donnetta,has,Tricky
Donnetta,wants,Bold
Donnetta,wants,Calm
Donnetta,wants,Demanding
Donnetta,wants,Determined
Donnetta,wants,Energetic
Donnetta,wants,Giving
Donnetta,wants,Humorous
Donnetta,wants,Inventive
Donnetta,wants,Naive
Donnetta,wants,Obnoxious
Donnetta,wants,Plain
Donnetta,wants,Timid
Donnie,has,Clever
Donnie,has,Confident
Donnie,has,Eager
Donnie,has,Energetic
Donnie,has,Free
Donnie,has,Grouchy
Donnie,has,Imaginative
Donnie,has,Patient
Donnie,has,Pleasing
Donnie,has,Relaxed
Donnie,has,Rude
Donnie,has,Sensible
Donnie,wants,Calm
Donnie,wants,Careful
Donnie,wants,Considerate
Donnie,wants,Cooperative
Donnie,wants,Creative
Donnie,wants,Energetic
Donnie,wants,Excited
Donnie,wants,Manipulative
Donnie,wants,Proud
Donnie,wants,Radical
Donnie,wants,Reserved
Donnie,wants,Tall
Donnie,wants,Unselfish
Donnie,wants,Warm
Donovan,has,Compassionate
Donovan,has,Jealous
Donovan,has,Messy
Donovan,has,Popular
Donovan,has,Questioning
Donovan,has,Sarcastic
Donovan,has,Selfish
Donovan,has,Stubborn
Donovan,has,Successful
Donovan,has,Unique
Donovan,has,Vain
Donovan,wants,Athletic
Donovan,wants,Careful
Donovan,wants,Caring
Donovan,wants,Dainty
Donovan,wants,Defiant
Donovan,wants,Fair
Donovan,wants,Helpful
Donovan,wants,Merry
Donovan,wants,Poor
Donovan,wants,Realistic
Donovan,wants,Tantalizing
Donovan,wants,Ugly
Donovan,wants,Unique
Donovan,wants,Vain
Dorene,has,Brave
Dorene,has,Confident
Dorene,has,Dreamer
Dorene,has,Giving
Dorene,has,Impulsive
Dorene,has,Light
Dorene,has,Mature
Dorene,has,Simple-minded
Dorene,has,Strong
Dorene,has,Thoughtful
Dorene,has,Tough
Dorene,wants,Accepting
Dorene,wants,Bright
Dorene,wants,Clever
Dorene,wants,Considerate
Dorene,wants,Courageous
Dorene,wants,Dainty
Dorene,wants,Disagreeable
Dorene,wants,Fancy
Dorene,wants,Free
Dorene,wants,Humble
Dorene,wants,Independent
Dorene,wants,Messy
Dorene,wants,Outgoing
Dorene,wants,Pretty
Dorene,wants,Studious
Dorene,wants,Tantalizing
Dorene,wants,Tolerant
Dorene,wants,Witty
Dorian,has,Eager
Dorian,has,Fancy
Dorian,has,Frustrated
Dorian,has,Leader
Dorian,has,Opinionated
Dorian,has,Organized
Dorian,has,Plain
Dorian,has,Realistic
Dorian,has,Rebellious
Dorian,has,Relaxed
Dorian,has,Reserved
Dorian,has,Short
Dorian,has,Silly
Dorian,has,Tantalizing
Dorian,has,Tender
Dorian,has,Unlucky
Dorian,wants,Bold
Dorian,wants,Careless
Dorian,wants,Conceited
Dorian,wants,Daring
Dorian,wants,Friendly
Dorian,wants,Happy
Dorian,wants,Judgmental
Dorian,wants,Opinionated
Dorian,wants,Sensitive
Dorian,wants,Serious
Dorian,wants,Zany
Dorinda,has,Awkward
Dorinda,has,Considerate
Dorinda,has,Demanding
Dorinda,has,Disagreeable
Dorinda,has,Disgruntled
Dorinda,has,Fancy
Dorinda,has,Happy
Dorinda,has,Imaginative
Dorinda,has,Inventive
Dorinda,has,Noisy
Dorinda,has,Obnoxious
Dorinda,has,Pitiful
Dorinda,has,Pretty
Dorinda,has,Prim
Dorinda,has,Tender
Dorinda,has,Tense
Dorinda,wants,Clever
Dorinda,wants,Courageous
Dorinda,wants,Curious
Dorinda,wants,Independent
Dorinda,wants,Loving
Dorinda,wants,Messy
Dorinda,wants,Outgoing
Dorinda,wants,Personable
Dorinda,wants,Popular
Dorinda,wants,Quiet
Dorinda,wants,Shy
Dorinda,wants,Tall
Dorinda,wants,Thoughtful
Dorinda,wants,Understanding
Dorinda,wants,Unlucky
Dorothea,has,Bold
Dorothea,has,Bright
Dorothea,has,Caring
Dorothea,has,Excited
Dorothea,has,Humorous
Dorothea,has,Lovable
Dorothea,has,Neat
Dorothea,has,Passive
Dorothea,has,Rigid
Dorothea,has,Studious
Dorothea,has,Successful
Dorothea,has,Tireless
Dorothea,wants,Able
Dorothea,wants,Adventurous
Dorothea,wants,Bold
Dorothea,wants,Compassionate
Dorothea,wants,Courageous
Dorothea,wants,Giving
Dorothea,wants,Helpful
Dorothea,wants,Jealous
Dorothea,wants,Personable
Dorothea,wants,Popular
Dorothea,wants,Relaxed
Dorothea,wants,Reverent
Dorothea,wants,Tolerant
Dorothea,wants,Wise
Dottie,has,Awkward
Dottie,has,Careful
Dottie,has,Careless
Dottie,has,Cooperative
Dottie,has,Daring
Dottie,has,Efficient
Dottie,has,Friendly
Dottie,has,Helpful
Dottie,has,Joyful
Dottie,has,Outgoing
Dottie,has,Patient
Dottie,has,Rude
Dottie,has,Sensible
Dottie,has,Unhappy
Dottie,has,Unselfish
Dottie,has,Vain
Dottie,has,Warm
Dottie,wants,Bright
Dottie,wants,Complex
Dottie,wants,Cooperative
Dottie,wants,Dark
Dottie,wants,Generous
Dottie,wants,Hopeful
Dottie,wants,Loyal
Dottie,wants,Mischievous
Dottie,wants,Noisy
Dottie,wants,Pretty
Dottie,wants,Reserved
Dottie,wants,Sensitive
Dottie,wants,Simple
Dottie,wants,Stable
Dottie,wants,Warm
Doug,has,Arrogant
Doug,has,Cheerful
Doug,has,Conceited
Doug,has,Courageous
Doug,has,Creative
Doug,has,Forgiving
Doug,has,Gracious
Doug,has,Helpful
Doug,has,Intelligent
Doug,has,Keen
Doug,has,Leader
Doug,has,Loving
Doug,has,Merry
Doug,has,Organized
Doug,has,Responsible
Doug,has,Sarcastic
Doug,has,Timid
Doug,has,Unique
Doug,has,Wild
Doug,wants,Brave
Doug,wants,Considerate
Doug,wants,Courageous
Doug,wants,Dainty
Doug,wants,Funny
Doug,wants,Gracious
Doug,wants,Impulsive
Doug,wants,Patriotic
Doug,wants,Rebellious
Doug,wants,Tantalizing
Doug,wants,Ugly
Doug,wants,Unlucky
Douglas,has,Brave
Douglas,has,Confident
Douglas,has,Defiant
Douglas,has,Energetic
Douglas,has,Gentle
Douglas,has,Hopeful
Douglas,has,Humorous
Douglas,has,Imaginative
Douglas,has,Loving
Douglas,has,Sensible
Douglas,has,Smart
Douglas,has,Stable
Douglas,has,Tantalizing
Douglas,wants,Able
Douglas,wants,Bright
Douglas,wants,Clever
Douglas,wants,Friendly
Douglas,wants,Hopeful
Douglas,wants,Imaginative
Douglas,wants,Joyful
Douglas,wants,Reliable
Douglas,wants,Religious
Douglas,wants,Sensitive
Drusilla,has,Ambitious
Drusilla,has,Careless
Drusilla,has,Frustrated
Drusilla,has,Hopeful
Drusilla,has,Keen
Drusilla,has,Light-hearted
Drusilla,has,Lovable
Drusilla,has,Mature
Drusilla,has,Rich
Drusilla,has,Selfish
Drusilla,has,Serious
Drusilla,has,Understanding
Drusilla,has,Willing
Drusilla,wants,Accepting
Drusilla,wants,Arrogant
Drusilla,wants,Complex
Drusilla,wants,Cooperative
Drusilla,wants,Dreamer
Drusilla,wants,Embarrassed
Drusilla,wants,Handsome
Drusilla,wants,Joyful
Drusilla,wants,Lazy
Drusilla,wants,Mischievous
Drusilla,wants,Noisy
Drusilla,wants,Proud
Drusilla,wants,Reserved
Drusilla,wants,Selfish
Drusilla,wants,Stubborn
Drusilla,wants,Tall
Drusilla,wants,Vain
Duane,has,Bossy
Duane,has,Cheerful
Duane,has,Clever
Duane,has,Faithful
Duane,has,Handsome
Duane,has,Jealous
Duane,has,Knowledgeable
Duane,has,Mischievous
Duane,has,Poor
Duane,has,Proper
Duane,has,Radical
Duane,has,Reserved
Duane,has,Responsible
Duane,has,Shy
Duane,wants,Courageous
Duane,wants,Expert
Duane,wants,Joyful
Duane,wants,Lazy
Duane,wants,Materialistic
Duane,wants,Sad
Duane,wants,Tall
Duane,wants,Tense
Duane,wants,Thoughtful
Duane,wants,Unique
Duane,wants,Warm
Dudley,has,Clumsy
Dudley,has,Defiant
Dudley,has,Devout
Dudley,has,Disgruntled
Dudley,has,Efficient
Dudley,has,Faithful
Dudley,has,Fancy
Dudley,has,Hard-working
Dudley,has,Helpful
Dudley,has,Honest
Dudley,has,Intelligent
Dudley,has,Judgmental
Dudley,has,Leader
Dudley,has,Radical
Dudley,has,Realistic
Dudley,has,Reverent
Dudley,has,Studious
Dudley,has,Tolerant
Dudley,has,Witty
Dudley,wants,Confident
Dudley,wants,Gorgeous
Dudley,wants,Handsome
Dudley,wants,Imaginative
Dudley,wants,Independent
Dudley,wants,Light
Dudley,wants,Prim
Dudley,wants,Proud
Dudley,wants,Serious
Dudley,wants,Timid
Duncan,has,Adventurous
Duncan,has,Cautious
Duncan,has,Compassionate
Duncan,has,Complex
Duncan,has,Confident
Duncan,has,Eager
Duncan,has,Expert
Duncan,has,Helpful
Duncan,has,Light
Duncan,has,Lively
Duncan,has,Mischievous
Duncan,has,Noisy
Duncan,has,Patriotic
Duncan,has,Plain
Duncan,has,Rebellious
Duncan,has,Studious
Duncan,has,Tender
Duncan,has,Unique
Duncan,wants,Caring
Duncan,wants,Cheerful
Duncan,wants,Dark
Duncan,wants,Demanding
Duncan,wants,Devout
Duncan,wants,Giving
Duncan,wants,Joyful
Duncan,wants,Pretty
Duncan,wants,Proud
Duncan,wants,Realistic
Duncan,wants,Reflective
Duncan,wants,Relaxed
Duncan,wants,Reliable
Duncan,wants,Reverent
Duncan,wants,Self-conscious
Duncan,wants,Willing
Dyan,has,Accepting
Dyan,has,Articulate
Dyan,has,Bold
Dyan,has,Cooperative
Dyan,has,Defiant
Dyan,has,Determined
Dyan,has,Free
Dyan,has,Gentle
Dyan,has,Gracious
Dyan,has,Loyal
Dyan,has,Outgoing
Dyan,has,Rebellious
Dyan,has,Reliable
Dyan,has,Trusting
Dyan,has,Willing
Dyan,has,Wise
